ID	Chromosome	Start	Stop	Symbol	Biotype
ENSMUSG00000037984	6	55677822	55681263	Neurod6	protein_coding
ENSMUSG00000000811	6	89643988	89675529	Txnrd3	protein_coding
ENSMUSG00000026049	1	44086613	44102441	Tex30	protein_coding
ENSMUSG00000103032	1	62809302	62811857	Gm37121	TEC
ENSMUSG00000106610	5	101505528	101506329	Gm43103	processed_pseudogene
ENSMUSG00000100811	1	62714723	62718073	Gm29083	antisense
ENSMUSG00000108063	6	55684571	55694574	Gm3279	lincRNA
ENSMUSG00000092503	5	101599314	101602375	Gm20484	lincRNA
ENSMUSG00000028876	4	124880899	124917800	Epha10	protein_coding
ENSMUSG00000052485	13	98686235	98694834	Tmem171	protein_coding
ENSMUSG00000097959	16	49424681	49425814	Gm6931	transcribed_processed_pseudogene
ENSMUSG00000101925	11	101339660	101347939	Gm28156	antisense
ENSMUSG00000110874	10	45807562	45852283	RP24-295B16.1	lincRNA
ENSMUSG00000013698	1	172196728	172206804	Pea15a	protein_coding
ENSMUSG00000019326	11	101330605	101341938	Aoc3	protein_coding
ENSMUSG00000099137	7	100446737	100474846	Gm10603	antisense
ENSMUSG00000111570	9	48896451	48905982	RP23-137G18.2	antisense
ENSMUSG00000103437	13	101442760	101443251	Gm36994	TEC
ENSMUSG00000110841	10	45875291	45876086	RP23-269H21.1	transcribed_processed_pseudogene
ENSMUSG00000036251	1	88277661	88389293	Trpm8	protein_coding
ENSMUSG00000100733	13	101254294	101464160	4932411K12Rik	lincRNA
ENSMUSG00000107040	5	35031870	35033445	Gm43791	antisense
ENSMUSG00000102241	7	100458460	100459406	Gm37716	TEC
ENSMUSG00000083524	4	62029342	62031662	Mup-ps21	unprocessed_pseudogene
ENSMUSG00000069785	11	85846790	85850333	Gm11444	protein_coding
ENSMUSG00000085263	4	124890888	124894782	1700125G02Rik	antisense
ENSMUSG00000083986	11	53733579	53733931	Gm12213	processed_pseudogene
ENSMUSG00000047248	7	100372233	100470152	C2cd3	protein_coding
ENSMUSG00000108530	7	73310380	73315193	4930429H19Rik	lincRNA
ENSMUSG00000106133	5	24118316	24118664	Gm3724	processed_pseudogene
ENSMUSG00000025969	1	62703285	62818695	Nrp2	protein_coding
ENSMUSG00000109908	8	57315171	57318824	Gm45535	TEC
ENSMUSG00000108678	7	73404350	73406417	Gm44758	TEC
ENSMUSG00000100510	8	57304265	57320859	AV026068	processed_transcript
ENSMUSG00000097886	11	67774608	67789898	Gsg1l2	protein_coding
ENSMUSG00000046213	3	107211293	107221732	Cym	protein_coding
ENSMUSG00000078672	4	62050234	62054158	Mup20	protein_coding
ENSMUSG00000070509	7	73375509	73419899	Rgma	protein_coding
ENSMUSG00000094779	14	53253792	53254317	Trav13n-2	TR_V_gene
ENSMUSG00000053054	3	138313286	138331134	Adh6a	protein_coding
ENSMUSG00000091929	14	19127800	19132109	Gm8582	unprocessed_pseudogene
ENSMUSG00000099718	9	83431547	83454573	Gm2087	antisense
ENSMUSG00000029334	5	98929773	99037351	Prkg2	protein_coding
ENSMUSG00000037973	6	55836895	55978735	Ccdc129	protein_coding
ENSMUSG00000087432	10	80371898	80372432	Gm15123	antisense
ENSMUSG00000085712	10	80371955	80373216	Gm15124	antisense
ENSMUSG00000110869	10	94034012	94035801	RP23-40D21.1	TEC
ENSMUSG00000101722	1	80382822	80386251	Gm29125	lincRNA
ENSMUSG00000111349	10	94028081	94028365	RP23-40D21.3	processed_pseudogene
ENSMUSG00000090637	1	80383104	80385185	Gm6189	processed_pseudogene
ENSMUSG00000078957	2	158192008	158195749	1700060C20Rik	antisense
ENSMUSG00000026554	1	172148084	172197005	Dcaf8	protein_coding
ENSMUSG00000025283	X	155213132	155216449	Sat1	protein_coding
ENSMUSG00000025142	11	120672973	120709447	Aspscr1	protein_coding
ENSMUSG00000102765	12	115371986	115372433	Ighv1-62	IG_V_pseudogene
ENSMUSG00000026812	2	28641228	28691167	Tsc1	protein_coding
ENSMUSG00000035539	4	45890303	45950774	Ccdc180	protein_coding
ENSMUSG00000032121	9	37208223	37224700	Tmem218	protein_coding
ENSMUSG00000080960	2	36539197	36539499	Olfr343-ps1	unprocessed_pseudogene
ENSMUSG00000028445	4	41638144	41640324	Enho	protein_coding
ENSMUSG00000097756	7	73314003	73375774	A730056A06Rik	antisense
ENSMUSG00000084761	4	41639378	41641416	Gm12406	antisense
ENSMUSG00000030742	7	126363824	126369570	Lat	protein_coding
ENSMUSG00000020781	11	115814724	115823094	Tsen54	protein_coding
ENSMUSG00000099774	13	101605618	101606233	Gm29341	lincRNA
ENSMUSG00000061322	4	41569775	41638158	Dnaic1	protein_coding
ENSMUSG00000101483	1	80445932	80479867	1700016L21Rik	antisense
ENSMUSG00000091985	4	108633843	108637441	Gm17354	lincRNA
ENSMUSG00000052922	2	158258094	158284531	Bpi	protein_coding
ENSMUSG00000110100	1	80449597	80461448	Gm45261	protein_coding
ENSMUSG00000028582	4	108619940	108634123	Cc2d1b	protein_coding
ENSMUSG00000038388	6	50110241	50198939	Mpp6	protein_coding
ENSMUSG00000082718	X	120178939	120179415	Gm14928	processed_pseudogene
ENSMUSG00000031903	8	106150399	106164715	Pla2g15	protein_coding
ENSMUSG00000056220	1	149829618	149961290	Pla2g4a	protein_coding
ENSMUSG00000103459	3	83403402	83405790	Gm38096	lincRNA
ENSMUSG00000060843	10	63430098	65003667	Ctnna3	protein_coding
ENSMUSG00000101334	3	83555363	83574122	1700028M03Rik	lincRNA
ENSMUSG00000034317	3	69035288	69044755	Trim59	protein_coding
ENSMUSG00000049470	11	53350833	53421830	Aff4	protein_coding
ENSMUSG00000049950	2	3328949	3332643	Rpp38	protein_coding
ENSMUSG00000047606	9	89725245	89738475	Ankrd34c	protein_coding
ENSMUSG00000076893	14	54181518	54181577	Traj37	TR_J_gene
ENSMUSG00000085420	1	88347489	88352930	4930453O03Rik	antisense
ENSMUSG00000091557	14	19159695	19164408	Gm8584	unprocessed_pseudogene
ENSMUSG00000096709	14	19511367	19512558	Gm7352	processed_pseudogene
ENSMUSG00000100523	9	89759003	89759465	Gm29608	processed_pseudogene
ENSMUSG00000052248	2	45111138	45114087	Zeb2os	antisense
ENSMUSG00000073174	5	20702277	20706052	Gm29254	3prime_overlapping_ncRNA
ENSMUSG00000098727	9	89802870	89806055	1700017I07Rik	lincRNA
ENSMUSG00000066154	4	62083476	62087342	Mup3	protein_coding
ENSMUSG00000035473	17	80127471	80185101	Galm	protein_coding
ENSMUSG00000106559	5	20260623	20260962	Gm43680	processed_pseudogene
ENSMUSG00000089659	5	99021803	99022222	Gm3470	processed_pseudogene
ENSMUSG00000042846	10	63928472	64090277	Lrrtm3	protein_coding
ENSMUSG00000106204	5	19504455	19506123	Gm21009	processed_pseudogene
ENSMUSG00000106240	5	20588596	20588900	Gm3544	processed_pseudogene
ENSMUSG00000025081	19	56826209	56870012	Tdrd1	protein_coding
ENSMUSG00000033044	11	67798187	67816002	Dhrs7c	protein_coding
ENSMUSG00000111182	10	46228639	46325294	RP23-373D18.1	lincRNA
ENSMUSG00000093801	14	53259578	53260179	Trav14n-2	TR_V_gene
ENSMUSG00000025558	14	121542039	121797837	Dock9	protein_coding
ENSMUSG00000027679	3	34056020	34081321	Dnajc19	protein_coding
ENSMUSG00000020849	11	75732869	75765845	Ywhae	protein_coding
ENSMUSG00000030772	7	112116017	112159057	Dkk3	protein_coding
ENSMUSG00000106503	3	126226327	126228357	Gm42827	lincRNA
ENSMUSG00000061577	8	94923694	94943280	Adgrg5	protein_coding
ENSMUSG00000042804	4	152274232	152285337	Gpr153	protein_coding
ENSMUSG00000038047	4	86578855	86612055	Haus6	protein_coding
ENSMUSG00000026872	2	44983632	45117395	Zeb2	protein_coding
ENSMUSG00000096822	2	36566662	36576178	Olfr344	protein_coding
ENSMUSG00000107484	6	63160275	63160965	Nasp-ps1	processed_pseudogene
ENSMUSG00000092036	14	19532896	19549958	Gm2244	protein_coding
ENSMUSG00000102912	4	108622929	108625216	Gm20731	TEC
ENSMUSG00000059251	2	36640041	36640976	Olfr345	protein_coding
ENSMUSG00000098627	9	89826519	89864028	4930524O08Rik	lincRNA
ENSMUSG00000049362	16	58795207	58800268	Olfr173	protein_coding
ENSMUSG00000040824	7	19149722	19153542	Snrpd2	protein_coding
ENSMUSG00000026393	1	138482875	138620141	Nek7	protein_coding
ENSMUSG00000028946	4	152285972	152291662	Hes3	protein_coding
ENSMUSG00000000094	11	85886422	85916097	Tbx4	protein_coding
ENSMUSG00000083285	8	23127456	23127710	Gm15815	processed_pseudogene
ENSMUSG00000032397	9	64281581	64305424	Tipin	protein_coding
ENSMUSG00000086741	8	23138794	23149585	Gm15816	antisense
ENSMUSG00000041420	7	16175090	16186504	Meis3	protein_coding
ENSMUSG00000048696	10	80380355	80387659	Mex3d	protein_coding
ENSMUSG00000093979	14	19563801	19585135	Gm2237	protein_coding
ENSMUSG00000026781	2	23068168	23114510	Acbd5	protein_coding
ENSMUSG00000083616	X	120312748	120313095	H2afb3	protein_coding
ENSMUSG00000107822	10	78517415	78522892	Olfr1358	unprocessed_pseudogene
ENSMUSG00000083321	X	120345362	120345614	Gm14931	processed_pseudogene
ENSMUSG00000043614	5	135072900	135078266	Vps37d	protein_coding
ENSMUSG00000028923	4	141066512	141078357	Necap2	protein_coding
ENSMUSG00000104370	10	78599122	78601874	Gm37514	TEC
ENSMUSG00000034755	X	120290259	120910619	Pcdh11x	protein_coding
ENSMUSG00000024730	19	11067471	11081102	Ms4a8a	protein_coding
ENSMUSG00000104520	1	180202303	180212401	Gm37336	lincRNA
ENSMUSG00000109046	7	100381594	100382308	Gm44571	processed_pseudogene
ENSMUSG00000035187	5	101658139	101664996	Nkx6-1	protein_coding
ENSMUSG00000105135	3	34054335	34055429	Gm43667	TEC
ENSMUSG00000046845	2	24291196	24293820	Il1f10	protein_coding
ENSMUSG00000101104	1	44091463	44110790	Gm29247	processed_transcript
ENSMUSG00000105176	3	34070659	34076000	Gm43668	TEC
ENSMUSG00000102332	12	115386846	115397688	Gm19331	lincRNA
ENSMUSG00000102313	12	115386697	115387128	Ighv1-62-1	IG_V_gene
ENSMUSG00000075273	2	75935849	75938585	Ttc30b	protein_coding
ENSMUSG00000071185	10	78611003	78618074	Olfr1357	protein_coding
ENSMUSG00000058715	1	171229572	171234365	Fcer1g	protein_coding
ENSMUSG00000094764	2	36685788	36691293	Olfr346	protein_coding
ENSMUSG00000037020	7	30240138	30280419	Wdr62	protein_coding
ENSMUSG00000026047	1	44106546	44118808	Kdelc1	protein_coding
ENSMUSG00000090494	14	54182402	54182464	Traj36	TR_J_pseudogene
ENSMUSG00000075272	2	75975740	75978170	Ttc30a2	protein_coding
ENSMUSG00000036580	3	55112108	55137322	Spg20	protein_coding
ENSMUSG00000100682	Y	87987924	87994644	Gm28103	lincRNA
ENSMUSG00000108594	6	71802888	71804151	Gm44770	TEC
ENSMUSG00000094226	5	8179636	8181463	Gm21759	processed_pseudogene
ENSMUSG00000076894	14	54183774	54183838	Traj35	TR_J_gene
ENSMUSG00000016024	2	158306493	158332852	Lbp	protein_coding
ENSMUSG00000108802	6	71790668	71793476	Gm44769	TEC
ENSMUSG00000102651	1	138552305	138554708	Gm37080	TEC
ENSMUSG00000052852	6	71707561	71810710	Reep1	protein_coding
ENSMUSG00000099510	1	138515615	138550009	Gm28501	antisense
ENSMUSG00000055523	19	55198297	55241236	Gucy2g	protein_coding
ENSMUSG00000053181	13	48513570	48514859	A830005F24Rik	protein_coding
ENSMUSG00000102448	1	138567697	138571356	Gm37101	TEC
ENSMUSG00000085999	2	24322424	24322956	Gm13411	lincRNA
ENSMUSG00000090556	17	37169708	37170646	Olfr753-ps1	polymorphic_pseudogene
ENSMUSG00000109776	10	78747130	78767585	Gm45414	processed_transcript
ENSMUSG00000101439	19	11090598	11092077	Gm336	processed_pseudogene
ENSMUSG00000085182	2	68476082	68477752	Gm13596	antisense
ENSMUSG00000106094	3	126278030	126279275	Gm18916	processed_pseudogene
ENSMUSG00000076895	14	54184699	54184756	Traj34	TR_J_gene
ENSMUSG00000107814	6	147028001	147028459	Gm35876	processed_pseudogene
ENSMUSG00000111754	10	46670144	46670729	RP23-390G15.1	processed_pseudogene
ENSMUSG00000097375	13	48535523	48537822	6720427I07Rik	lincRNA
ENSMUSG00000040163	6	146950329	146954422	1700034J05Rik	protein_coding
ENSMUSG00000075312	2	68554555	68554929	Gm13597	processed_pseudogene
ENSMUSG00000094613	3	107230614	107234723	A630076J17Rik	protein_coding
ENSMUSG00000111499	10	46856353	46856502	RP24-216E13.1	processed_pseudogene
ENSMUSG00000081728	X	120442035	120442686	Gm14930	processed_pseudogene
ENSMUSG00000070368	3	107232797	107239707	Prok1	protein_coding
ENSMUSG00000081546	X	120371212	120371665	Gm14927	processed_pseudogene
ENSMUSG00000111419	10	47024247	47037346	RP23-116E8.2	lincRNA
ENSMUSG00000111057	10	47080534	47081243	RP23-116E8.1	processed_pseudogene
ENSMUSG00000110843	10	47016652	47102832	RP24-165I13.1	lincRNA
ENSMUSG00000057530	4	137862237	137965229	Ece1	protein_coding
ENSMUSG00000092298	17	36701629	36703209	Gm8877	unprocessed_pseudogene
ENSMUSG00000107969	6	146992367	146994024	Gm44085	antisense
ENSMUSG00000104373	12	115404431	115404724	Gm37511	IG_V_pseudogene
ENSMUSG00000054102	7	26535023	26575615	Nlrp9a	protein_coding
ENSMUSG00000090427	3	126432883	126439269	Gm17225	antisense
ENSMUSG00000107700	6	64092139	64092303	Gm20144	processed_pseudogene
ENSMUSG00000046561	3	126363684	126440375	Arsj	protein_coding
ENSMUSG00000108242	6	63248494	63257625	9330118I20Rik	processed_transcript
ENSMUSG00000039662	4	152297227	152307121	Icmt	protein_coding
ENSMUSG00000107864	6	64040429	64041557	Gm44072	antisense
ENSMUSG00000030201	6	134446476	134566965	Lrp6	protein_coding
ENSMUSG00000104482	1	188246140	188257885	Gm38064	lincRNA
ENSMUSG00000096228	7	6478975	6486941	Olfr5	protein_coding
ENSMUSG00000030507	7	49631499	49636849	Dbx1	protein_coding
ENSMUSG00000071424	6	63255876	64704323	Grid2	protein_coding
ENSMUSG00000111719	10	47304704	47310575	RP23-207L3.1	processed_pseudogene
ENSMUSG00000063260	15	89782393	89841860	Syt10	protein_coding
ENSMUSG00000029177	5	30666777	30674830	Cenpa	protein_coding
ENSMUSG00000111072	10	47325218	47325672	RP24-143N7.1	processed_pseudogene
ENSMUSG00000022587	15	74955051	74959905	Ly6e	protein_coding
ENSMUSG00000092377	17	36703775	36704203	Gm20549	unprocessed_pseudogene
ENSMUSG00000036805	2	25085667	25095149	Noxa1	protein_coding
ENSMUSG00000005103	5	38526813	38563221	Wdr1	protein_coding
ENSMUSG00000111262	10	48534981	48536356	RP23-246J13.1	lincRNA
ENSMUSG00000105695	3	126441012	126445066	Gm43327	TEC
ENSMUSG00000110664	8	71223949	71224453	RP23-399J5.2	processed_pseudogene
ENSMUSG00000028854	4	133369706	133423702	Slc9a1	protein_coding
ENSMUSG00000111585	10	48566168	48569999	RP23-433H22.2	processed_pseudogene
ENSMUSG00000026356	1	128363707	128417368	Dars	protein_coding
ENSMUSG00000001829	7	101663633	101795506	Clpb	protein_coding
ENSMUSG00000105233	3	126447743	126447950	Gm20568	processed_pseudogene
ENSMUSG00000026797	2	32787602	32847245	Stxbp1	protein_coding
ENSMUSG00000034583	7	6487516	6499755	Olfr1347	protein_coding
ENSMUSG00000111436	10	48678011	48681857	RP24-286B23.1	processed_pseudogene
ENSMUSG00000058498	4	152307019	152318993	Rnf207	protein_coding
ENSMUSG00000092172	17	36705724	36706847	Gm20523	unprocessed_pseudogene
ENSMUSG00000108068	6	63783852	63784067	Gm44075	processed_pseudogene
ENSMUSG00000107525	6	63324672	63328441	Gm44071	antisense
ENSMUSG00000060663	16	58823662	58826782	Olfr175-ps1	protein_coding
ENSMUSG00000029291	5	88565040	88651392	Rufy3	protein_coding
ENSMUSG00000020538	11	60199089	60222581	Srebf1	protein_coding
ENSMUSG00000085385	2	158353700	158361580	Snhg17	processed_transcript
ENSMUSG00000039903	16	90826719	90905109	Eva1c	protein_coding
ENSMUSG00000028610	4	107676290	107684230	Dmrtb1	protein_coding
ENSMUSG00000085823	4	137882370	137883937	Gm13012	antisense
ENSMUSG00000024401	17	35199381	35202007	Tnf	protein_coding
ENSMUSG00000017830	11	100694884	100704271	Dhx58	protein_coding
ENSMUSG00000076578	6	70138462	70139110	Igkv6-29	IG_V_gene
ENSMUSG00000033326	4	118136957	118180043	Kdm4a	protein_coding
ENSMUSG00000075271	2	75978247	75981967	Ttc30a1	protein_coding
ENSMUSG00000080822	X	74846561	74849438	Gm14694	unprocessed_pseudogene
ENSMUSG00000099816	9	83480032	83480419	Gm28552	processed_pseudogene
ENSMUSG00000082843	4	9915965	9917635	4930448K20Rik	transcribed_processed_pseudogene
ENSMUSG00000100027	9	83497666	83498071	Gm28477	processed_pseudogene
ENSMUSG00000081632	11	85950495	85950973	Gm11443	processed_pseudogene
ENSMUSG00000038244	7	112225856	112355194	Mical2	protein_coding
ENSMUSG00000081565	7	30263263	30263651	Rps12-ps5	processed_pseudogene
ENSMUSG00000013928	7	30280094	30290237	Thap8	protein_coding
ENSMUSG00000081832	X	74860878	74861015	Gm6897	unprocessed_pseudogene
ENSMUSG00000079440	1	87098002	87101606	Alpi	protein_coding
ENSMUSG00000063137	16	58870955	58874768	Olfr177	protein_coding
ENSMUSG00000019558	X	73673150	73682502	Slc6a8	protein_coding
ENSMUSG00000036813	2	25080304	25085716	Entpd8	protein_coding
ENSMUSG00000109980	8	81061334	81069803	Gm45538	lincRNA
ENSMUSG00000039342	1	72642980	72700579	Ankar	protein_coding
ENSMUSG00000085404	4	62088288	62090524	Gm12909	antisense
ENSMUSG00000032261	9	83548327	83638801	Sh3bgrl2	protein_coding
ENSMUSG00000086530	4	62112931	62120929	Gm12910	antisense
ENSMUSG00000008540	6	138140316	138156755	Mgst1	protein_coding
ENSMUSG00000101915	Y	88053315	88079494	Gm28102	protein_coding
ENSMUSG00000100992	2	158359797	158359928	Gm23925	lincRNA
ENSMUSG00000017837	11	100619244	100627607	Nkiras2	protein_coding
ENSMUSG00000095024	14	19594139	19602581	Gm5458	protein_coding
ENSMUSG00000076896	14	54185358	54185414	Traj33	TR_J_gene
ENSMUSG00000110950	9	83571560	83573289	RP24-221A9.1	lincRNA
ENSMUSG00000024729	19	11096816	11130876	1700017D01Rik	protein_coding
ENSMUSG00000104973	3	104499320	104501607	A530041M06Rik	sense_intronic
ENSMUSG00000034910	9	72925645	72952181	Pygo1	protein_coding
ENSMUSG00000068776	14	19616003	19617710	4930469B13Rik	unprocessed_pseudogene
ENSMUSG00000031904	8	106168857	106198706	Slc7a6	protein_coding
ENSMUSG00000105304	3	104470660	104476730	Gm43696	sense_intronic
ENSMUSG00000044349	2	158375638	158386145	Snhg11	protein_coding
ENSMUSG00000000386	16	97447035	97462907	Mx1	protein_coding
ENSMUSG00000032913	3	104396418	104511918	Lrig2	protein_coding
ENSMUSG00000099998	19	11121510	11122425	Gm6501	processed_pseudogene
ENSMUSG00000092343	17	36723234	36723281	Gm20525	unprocessed_pseudogene
ENSMUSG00000047284	11	69901072	69913820	Neurl4	protein_coding
ENSMUSG00000030406	7	19156061	19166127	Gipr	protein_coding
ENSMUSG00000015656	9	40800984	40810087	Hspa8	protein_coding
ENSMUSG00000041000	4	128883580	128911328	Trim62	protein_coding
ENSMUSG00000085604	11	100687417	100697520	Dhx58os	antisense
ENSMUSG00000053896	2	68582413	68616387	4933409G03Rik	protein_coding
ENSMUSG00000109112	11	100639944	100643117	Gm44544	unitary_pseudogene
ENSMUSG00000032691	11	59541568	59566956	Nlrp3	protein_coding
ENSMUSG00000014198	11	100627543	100692455	Zfp385c	protein_coding
ENSMUSG00000086753	5	123508395	123514011	Gm15751	sense_overlapping
ENSMUSG00000029431	5	123510460	123511882	B3gnt4	protein_coding
ENSMUSG00000003134	1	39371492	39478755	Tbc1d8	protein_coding
ENSMUSG00000087127	7	34665413	34673999	Gm12756	lincRNA
ENSMUSG00000104915	14	53267917	53268535	Trav15n-2	TR_V_gene
ENSMUSG00000029821	6	50188888	50263862	Dfna5	protein_coding
ENSMUSG00000024507	18	50128201	50196269	Hsd17b4	protein_coding
ENSMUSG00000029433	5	123509765	123525488	Diablo	protein_coding
ENSMUSG00000083168	2	158402727	158403015	Gm14201	processed_pseudogene
ENSMUSG00000095048	4	73668354	73672396	Gm11239	protein_coding
ENSMUSG00000027253	2	91457511	91513779	Lrp4	protein_coding
ENSMUSG00000083715	2	158406508	158406818	Gm14202	processed_pseudogene
ENSMUSG00000059325	5	77086988	77115121	Hopx	protein_coding
ENSMUSG00000027589	2	181837854	181857461	Pcmtd2	protein_coding
ENSMUSG00000106560	5	111423589	111425710	Gm43119	TEC
ENSMUSG00000070576	5	111417362	111457033	Mn1	protein_coding
ENSMUSG00000106165	14	53281075	53281509	Gm3922	processed_pseudogene
ENSMUSG00000006782	11	100574904	100591729	Cnp	protein_coding
ENSMUSG00000110487	1	72692864	72693452	RP23-38P22.2	processed_pseudogene
ENSMUSG00000095341	4	73683516	73687558	Gm428	protein_coding
ENSMUSG00000102137	3	83686721	83687274	Rpl28-ps2	processed_pseudogene
ENSMUSG00000099850	1	45833800	45836788	Gm28906	processed_pseudogene
ENSMUSG00000094615	8	81197630	81198348	Gm4899	processed_pseudogene
ENSMUSG00000110966	9	44180675	44181161	RP23-162P10.3	processed_pseudogene
ENSMUSG00000109928	8	81294636	81295063	Gm45539	processed_pseudogene
ENSMUSG00000076897	14	54186101	54186166	Traj32	TR_J_gene
ENSMUSG00000066153	4	62147932	62150863	Mup21	protein_coding
ENSMUSG00000034342	9	44142976	44234049	Cbl	protein_coding
ENSMUSG00000094877	14	53283585	53284175	Trav3n-3	TR_V_gene
ENSMUSG00000083991	11	101352236	101353139	Gm11618	unprocessed_pseudogene
ENSMUSG00000014195	11	100582818	100620168	Dnajc7	protein_coding
ENSMUSG00000100940	1	87116321	87117158	Gm29372	processed_pseudogene
ENSMUSG00000040963	11	70092644	70106187	Asgr2	protein_coding
ENSMUSG00000019578	17	56067045	56075028	Ubxn6	protein_coding
ENSMUSG00000046798	5	5489537	5514958	Cldn12	protein_coding
ENSMUSG00000082478	11	101353309	101353545	Gm11619	processed_pseudogene
ENSMUSG00000094231	14	53294341	53295030	Trav9n-4	TR_V_gene
ENSMUSG00000076898	14	54187895	54187951	Traj31	TR_J_gene
ENSMUSG00000110360	7	101790536	101790850	Gm45380	processed_pseudogene
ENSMUSG00000062115	11	60105013	60199197	Rai1	protein_coding
ENSMUSG00000051582	X	100429013	100429885	Otud6a	protein_coding
ENSMUSG00000029625	5	145167213	145182041	Cpsf4	protein_coding
ENSMUSG00000061374	7	5007059	5014697	Fiz1	protein_coding
ENSMUSG00000051190	10	78845052	78852166	Olfr1356	protein_coding
ENSMUSG00000031220	X	100402221	100442717	Awat2	protein_coding
ENSMUSG00000083465	11	105773518	105774784	Gm11652	processed_pseudogene
ENSMUSG00000087541	5	77094532	77102303	Hopxos	antisense
ENSMUSG00000076899	14	54189866	54189924	Traj30	TR_J_gene
ENSMUSG00000081270	11	105875905	105876913	Gm11653	processed_pseudogene
ENSMUSG00000005951	11	73199460	73224511	Shpk	protein_coding
ENSMUSG00000093969	14	53302036	53302559	Trav4n-4	TR_V_gene
ENSMUSG00000053580	11	105589986	105929304	Tanc2	protein_coding
ENSMUSG00000027652	2	158409848	158499253	Ralgapb	protein_coding
ENSMUSG00000110582	8	113667926	113676458	RP23-106G8.4	lincRNA
ENSMUSG00000087260	3	107278858	107284082	Lamtor5	protein_coding
ENSMUSG00000014226	1	160202367	160212875	Cacybp	protein_coding
ENSMUSG00000085939	18	50134726	50135600	Cd63-ps	transcribed_processed_pseudogene
ENSMUSG00000105659	3	104510099	104511313	4930509H03Rik	sense_intronic
ENSMUSG00000106453	3	104417613	104418327	Gm9273	processed_pseudogene
ENSMUSG00000104768	3	104409161	104417535	Gm43257	antisense
ENSMUSG00000030329	6	124996694	125003096	Pianp	protein_coding
ENSMUSG00000111064	10	20292785	20293206	RP23-158C15.7	processed_pseudogene
ENSMUSG00000087059	11	75794768	75825241	Gm12339	processed_transcript
ENSMUSG00000069713	10	20310506	20312294	4933406P04Rik	lincRNA
ENSMUSG00000081916	4	107688128	107688678	Gm12899	processed_pseudogene
ENSMUSG00000043003	4	73714579	73790709	Rasef	protein_coding
ENSMUSG00000092435	17	36723948	36724275	Gm20526	unprocessed_pseudogene
ENSMUSG00000020848	11	75768966	75796049	Doc2b	protein_coding
ENSMUSG00000085497	5	74731516	74734451	Gm15985	lincRNA
ENSMUSG00000051008	11	60112219	60115230	4930412M03Rik	lincRNA
ENSMUSG00000084817	1	45857332	45857754	Gm5526	processed_pseudogene
ENSMUSG00000111187	7	112349394	112412987	RP23-386F15.2	protein_coding
ENSMUSG00000038628	2	181864337	181870830	Polr3k	protein_coding
ENSMUSG00000085549	4	107689701	107758985	1700047F07Rik	lincRNA
ENSMUSG00000097949	8	81308177	81309149	Gm5354	processed_pseudogene
ENSMUSG00000028389	4	62189540	62231047	Zfp37	protein_coding
ENSMUSG00000030771	7	112368308	112413106	Micalcl	protein_coding
ENSMUSG00000103947	3	45445669	45448806	Gm37345	TEC
ENSMUSG00000073702	1	39367842	39371911	Rpl31	protein_coding
ENSMUSG00000052962	6	71812997	71826969	Mrpl35	protein_coding
ENSMUSG00000106987	5	74749882	74754438	Gm42575	lincRNA
ENSMUSG00000103534	3	45690544	45690904	Gm37835	processed_pseudogene
ENSMUSG00000106806	5	74883335	74884235	Gm17906	processed_pseudogene
ENSMUSG00000102190	3	45775424	45775894	Gm38166	TEC
ENSMUSG00000085397	2	32846186	32848168	Gm13524	antisense
ENSMUSG00000039745	7	49759115	49773975	Htatip2	protein_coding
ENSMUSG00000099945	1	57127340	57129400	1700126A01Rik	lincRNA
ENSMUSG00000078970	11	17182107	17233796	Wdr92	protein_coding
ENSMUSG00000109274	7	5059277	5062049	Gm45133	TEC
ENSMUSG00000057982	9	22225714	22243354	Zfp809	protein_coding
ENSMUSG00000106164	5	101703586	101705850	Gm43270	lincRNA
ENSMUSG00000037370	10	24637914	24712159	Enpp1	protein_coding
ENSMUSG00000105097	5	101698133	101704063	Gm43271	lincRNA
ENSMUSG00000083397	2	181896823	181898712	Gm5466	processed_pseudogene
ENSMUSG00000051184	7	5014415	5018488	Zfp524	protein_coding
ENSMUSG00000098549	1	45889525	45890273	Gm5269	protein_coding
ENSMUSG00000008590	9	48935008	48964990	Htr3b	protein_coding
ENSMUSG00000087367	19	45749508	45752310	Gm15491	antisense
ENSMUSG00000056209	19	45747734	45749591	Npm3	protein_coding
ENSMUSG00000092521	17	36732642	36734751	Gm4271	unprocessed_pseudogene
ENSMUSG00000098505	2	181991226	182001766	Gm14496	protein_coding
ENSMUSG00000057337	10	60181532	60219260	Chst3	protein_coding
ENSMUSG00000111424	9	22228978	22231302	RP23-187B11.10	TEC
ENSMUSG00000074405	7	5020376	5036768	Zfp865	protein_coding
ENSMUSG00000022938	16	97471050	97504936	Fam3b	protein_coding
ENSMUSG00000000049	11	108343354	108414396	Apoh	protein_coding
ENSMUSG00000026981	2	24336853	24351494	Il1rn	protein_coding
ENSMUSG00000106078	3	129222948	129225528	Gm43697	TEC
ENSMUSG00000026644	2	3336168	3340993	Acbd7	protein_coding
ENSMUSG00000001285	15	102331709	102338139	Myg1	protein_coding
ENSMUSG00000075270	2	75989141	76338774	Pde11a	protein_coding
ENSMUSG00000072874	5	74949190	74966368	Gm6116	lincRNA
ENSMUSG00000055633	7	5051538	5053723	Zfp580	protein_coding
ENSMUSG00000093877	7	6499793	6508748	Olfr1348	protein_coding
